ID;Faixa Horário;Mês do Fato;Ano do Fato;Dia da Semana;CONSUMAÇÃO;QUALIFICACAO_CATEGORIA;UF;GRUPO NATUREZA;Faixa Etária;PROFISSAO;SEXO;Cor;Grau de Instrução;RISP
423733470;18 AS 20:59;Mar;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
425570700;12 AS 14:59;Mar;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
425940870;21 AS 23:59;Mar;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
427607220;12 AS 14:59;Mar;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;07ª RISP - IPORÁ
478286310;12 AS 14:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
492025560;15 AS 17:59;Set;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Técnico em Enfermagem;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;07ª RISP - IPORÁ
488769570;21 AS 23:59;Set;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
507030390;9 AS 11:59;Out;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
514907160;18 AS 20:59;Out;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;PARDA;Não Informado;08ª RISP - RIO VERDE
518296650;18 AS 20:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;06ª RISP - ITUMBIARA
524537130;12 AS 14:59;Dez;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
530560770;18 AS 20:59;Dez;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;08ª RISP - RIO VERDE
531221130;15 AS 17:59;Dez;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Auxiliar de Limpeza;FEMININO;PARDA;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
517449750;12 AS 14:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;08ª RISP - RIO VERDE
529838130;18 AS 20:59;Dez;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;08ª RISP - RIO VERDE
465357150;9 AS 11:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Empregada Doméstica;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;02ª RISP - APARECIDA DE GOIÂNIA
468623280;21 AS 23:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Manicure e Pedicure;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;09ª RISP - CATALÃO
493681290;21 AS 23:59;Set;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;01ª RISP - GOIÂNIA
515611290;12 AS 14:59;Out;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
522969810;0 AS 2:59;Dez;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Cozinheiro;FEMININO;BRANCA;04. MÉDIO COMPLETO;17ª RISP - ÁGUAS LINDAS
418624980;6 AS 8:59;Fev;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Auxiliar de Serviços Gerais;FEMININO;NÃO INFORMADO;Não Informado;19ª RISP - CALDAS NOVAS
407274960;9 AS 11:59;Jan;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NEGRA;Não Informado;05ª RISP - LUZIÂNIA
451189410;6 AS 8:59;Mai;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
403387080;0 AS 2:59;Jan;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
425546250;18 AS 20:59;Mar;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Do Lar;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;09ª RISP - CATALÃO
421704240;15 AS 17:59;Mar;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;15ª RISP - GOIANÉSIA
459447360;12 AS 14:59;Jun;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;11ª RISP - FORMOSA
513626160;18 AS 20:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Secretário Executivo;FEMININO;PARDA;05. SUPERIOR INCOMPLETO;05ª RISP - LUZIÂNIA
492593610;15 AS 17:59;Set;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
416800380;6 AS 8:59;Fev;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;65 OU +;Aposentado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
461531520;0 AS 2:59;Jun;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;07ª RISP - IPORÁ
408571590;0 AS 2:59;Jan;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;65 OU +;Aposentado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
407932500;18 AS 20:59;Jan;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
414603720;12 AS 14:59;Fev;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;ESTUDANTE;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;17ª RISP - ÁGUAS LINDAS
455569260;15 AS 17:59;Jun;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;02. FUNDAMENTAL COMPLETO;17ª RISP - ÁGUAS LINDAS
460998390;21 AS 23:59;Jun;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
493381530;21 AS 23:59;Set;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Autônomo;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;17ª RISP - ÁGUAS LINDAS
498936600;21 AS 23:59;Out;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Autônomo;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;17ª RISP - ÁGUAS LINDAS
499330680;9 AS 11:59;Out;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
520054680;18 AS 20:59;Dez;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;BRANCA;Não Informado;17ª RISP - ÁGUAS LINDAS
521247660;9 AS 11:59;Dez;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Autônomo;FEMININO;BRANCA;03. MÉDIO INCOMPLETO;11ª RISP - FORMOSA
522137490;18 AS 20:59;Dez;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Técnico em Enfermagem;FEMININO;PARDA;04. MÉDIO COMPLETO;17ª RISP - ÁGUAS LINDAS
523578450;18 AS 20:59;Dez;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
527439180;21 AS 23:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Auxiliar de Saúde Bucal;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
457437870;21 AS 23:59;Jun;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;11ª RISP - FORMOSA
492956550;6 AS 8:59;Set;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Autônomo;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;08ª RISP - RIO VERDE
416958510;3 AS 5:59;Fev;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;16ª RISP - TRINDADE
532572090;18 AS 20:59;Dez;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Autônomo;FEMININO;PARDA;04. MÉDIO COMPLETO;16ª RISP - TRINDADE
414579210;12 AS 14:59;Fev;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
435594750;15 AS 17:59;Abr;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;02. FUNDAMENTAL COMPLETO;08ª RISP - RIO VERDE
478119060;0 AS 2:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Operador de Produção;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
485363220;15 AS 17:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Do Lar;FEMININO;NÃO INFORMADO;02. FUNDAMENTAL COMPLETO;11ª RISP - FORMOSA
496177200;18 AS 20:59;Set;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
478084140;15 AS 17:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Do Lar;FEMININO;NÃO INFORMADO;02. FUNDAMENTAL COMPLETO;07ª RISP - IPORÁ
514457040;12 AS 14:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
422356710;9 AS 11:59;Fev;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Comerciante;FEMININO;NÃO INFORMADO;02. FUNDAMENTAL COMPLETO;17ª RISP - ÁGUAS LINDAS
526781520;18 AS 20:59;Dez;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Empregada Doméstica;FEMININO;PARDA;04. MÉDIO COMPLETO;17ª RISP - ÁGUAS LINDAS
400516530;18 AS 20:59;Jan;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Do Lar;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;17ª RISP - ÁGUAS LINDAS
417202650;18 AS 20:59;Fev;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
425600310;12 AS 14:59;Mar;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
436593960;15 AS 17:59;Abr;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
442099140;9 AS 11:59;Abr;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;17ª RISP - ÁGUAS LINDAS
446518230;0 AS 2:59;Mai;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;17ª RISP - ÁGUAS LINDAS
454203750;18 AS 20:59;Jun;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
455204070;12 AS 14:59;Jun;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Do Lar;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;17ª RISP - ÁGUAS LINDAS
462569460;0 AS 2:59;Jun;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
468819210;18 AS 20:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;65 OU +;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
469048530;18 AS 20:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
467436450;6 AS 8:59;Jul;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;17ª RISP - ÁGUAS LINDAS
472517460;12 AS 14:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;09ª RISP - CATALÃO
476677530;12 AS 14:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
498787590;21 AS 23:59;Out;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;BRANCA;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
500223000;21 AS 23:59;Out;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
504238350;12 AS 14:59;Out;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Do Lar;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;17ª RISP - ÁGUAS LINDAS
505377510;18 AS 20:59;Out;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
507582180;0 AS 2:59;Out;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
511251150;12 AS 14:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;03ª RISP - ANÁPOLIS
516984630;9 AS 11:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Do Lar;FEMININO;PARDA;01. FUNDAMENTAL INCOMPLETO;17ª RISP - ÁGUAS LINDAS
527374890;18 AS 20:59;Dez;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
534807900;15 AS 17:59;Jan;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;BRANCA;Não Informado;17ª RISP - ÁGUAS LINDAS
530557470;12 AS 14:59;Dez;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;NAO INF;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;03ª RISP - ANÁPOLIS
484054590;18 AS 20:59;Ago;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Estudante;FEMININO;NÃO INFORMADO;Não Informado;03ª RISP - ANÁPOLIS
436152090;9 AS 11:59;Abr;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;08ª RISP - RIO VERDE
523031730;9 AS 11:59;Dez;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Vigilante;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
410651370;15 AS 17:59;Fev;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
416632530;21 AS 23:59;Fev;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;11ª RISP - FORMOSA
439650840;15 AS 17:59;Abr;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;06ª RISP - ITUMBIARA
493566030;18 AS 20:59;Set;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
494186040;9 AS 11:59;Set;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
520263660;21 AS 23:59;Dez;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;PARDA;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
506570040;0 AS 2:59;Out;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;14ª RISP - JATAÍ
432941130;9 AS 11:59;Abr;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
509028360;12 AS 14:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;65 OU +;Não Informado;FEMININO;PARDA;Não Informado;01ª RISP - GOIÂNIA
454080300;18 AS 20:59;Mai;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Do Lar;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;14ª RISP - JATAÍ
406480500;0 AS 2:59;Jan;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;05ª RISP - LUZIÂNIA
406480500;0 AS 2:59;Jan;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;65 OU +;Não Informado;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;05ª RISP - LUZIÂNIA
444619260;9 AS 11:59;Mai;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;04ª RISP - CIDADE DE GOIÁS
450955350;18 AS 20:59;Mai;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Auxiliar de Serviços Gerais;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;02ª RISP - APARECIDA DE GOIÂNIA
473614680;3 AS 5:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
503953020;15 AS 17:59;Set;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Do Lar;FEMININO;NÃO INFORMADO;02. FUNDAMENTAL COMPLETO;17ª RISP - ÁGUAS LINDAS
498000780;21 AS 23:59;Set;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
467439900;9 AS 11:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;11ª RISP - FORMOSA
477971310;6 AS 8:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
513928590;21 AS 23:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
453591630;21 AS 23:59;Mai;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Autônomo;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
413716560;15 AS 17:59;Fev;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;14ª RISP - JATAÍ
